QTD,ID_PLANO_CONTA,PLANO_CONTA,TOTAL_MES,ANO_MES,CODIGOSELO,IDCARTORIO,COMARCA
3,57,Sistemas de Informática - manutenção,2448,2025-03,B8,24,4
2,57,Sistemas de Informática - manutenção,2429.44,2024-10,B3,65,1
4,57,Sistemas de Informática - manutenção,2427.5,2024-10,E0,84,11
4,57,Sistemas de Informática - manutenção,2420.94,2024-10,D3,75,10
3,57,Sistemas de Informática - manutenção,2418.75,2025-05,D3,75,10
3,57,Sistemas de Informática - manutenção,2417.3,2024-12,D3,75,10
3,57,Sistemas de Informática - manutenção,2417.3,2025-01,D3,75,10
2,57,Sistemas de Informática - manutenção,2406.06,2025-10,C8,48,7
2,57,Sistemas de Informática - manutenção,2405.21,2025-09,C8,48,7
1,57,Sistemas de Informática - manutenção,2402.06,2025-11,C8,48,7
5,57,Sistemas de Informática - manutenção,2396.12,2025-09,B3,65,1
3,57,Sistemas de Informática - manutenção,2396.06,2025-03,F9,103,15
3,57,Sistemas de Informática - manutenção,2396.06,2025-04,F9,103,15
3,57,Sistemas de Informática - manutenção,2396.06,2025-06,F9,103,15
3,57,Sistemas de Informática - manutenção,2396.06,2025-08,F9,103,15
3,57,Sistemas de Informática - manutenção,2396.06,2025-09,F9,103,15
3,57,Sistemas de Informática - manutenção,2396.06,2025-10,F9,103,15
3,57,Sistemas de Informática - manutenção,2376.33,2024-10,H1,3,18
3,57,Sistemas de Informática - manutenção,2375.01,2025-04,D4,76,10
3,57,Sistemas de Informática - manutenção,2375.01,2025-05,D4,76,10
3,57,Sistemas de Informática - manutenção,2375.01,2025-06,D4,76,10
3,57,Sistemas de Informática - manutenção,2375.01,2025-07,D4,76,10
3,57,Sistemas de Informática - manutenção,2375.01,2025-08,D4,76,10
3,57,Sistemas de Informática - manutenção,2375.01,2025-11,D4,76,10
2,57,Sistemas de Informática - manutenção,2356.03,2025-04,C1,28,4
2,57,Sistemas de Informática - manutenção,2356.03,2025-05,C1,28,4
2,57,Sistemas de Informática - manutenção,2356.03,2025-06,C1,28,4
2,57,Sistemas de Informática - manutenção,2356.03,2025-07,C1,28,4
2,57,Sistemas de Informática - manutenção,2356.03,2025-08,C1,28,4
2,57,Sistemas de Informática - manutenção,2356.03,2025-10,C1,28,4
2,57,Sistemas de Informática - manutenção,2356.03,2025-11,C1,28,4
4,57,Sistemas de Informática - manutenção,2349.58,2025-07,E0,84,11
3,57,Sistemas de Informática - manutenção,2345.09,2024-10,I9,112,3
2,57,Sistemas de Informática - manutenção,2345,2024-10,C6,37,5
2,57,Sistemas de Informática - manutenção,2345,2024-11,C6,37,5
2,57,Sistemas de Informática - manutenção,2345,2024-12,C6,37,5
3,57,Sistemas de Informática - manutenção,2339.94,2024-12,D4,76,10
3,57,Sistemas de Informática - manutenção,2322.53,2024-10,D4,76,10
3,57,Sistemas de Informática - manutenção,2311.68,2025-09,D3,75,10
4,57,Sistemas de Informática - manutenção,2301.06,2024-10,I4,128,16
3,57,Sistemas de Informática - manutenção,2299.9,2025-05,G9,136,19
2,57,Sistemas de Informática - manutenção,2295.62,2025-07,C8,48,7
2,57,Sistemas de Informática - manutenção,2295.62,2025-08,C8,48,7
2,57,Sistemas de Informática - manutenção,2294.72,2025-04,C8,48,7
2,57,Sistemas de Informática - manutenção,2294.72,2025-05,C8,48,7
2,57,Sistemas de Informática - manutenção,2294.72,2025-06,C8,48,7
2,57,Sistemas de Informática - manutenção,2293.62,2025-01,C8,48,7
2,57,Sistemas de Informática - manutenção,2293.62,2025-03,C8,48,7
3,57,Sistemas de Informática - manutenção,2293.14,2024-11,D3,75,10
2,57,Sistemas de Informática - manutenção,2292.67,2024-10,C8,48,7
2,57,Sistemas de Informática - manutenção,2292.67,2024-11,C8,48,7
2,57,Sistemas de Informática - manutenção,2292.67,2024-12,C8,48,7
2,57,Sistemas de Informática - manutenção,2291.65,2025-01,C1,28,4
2,57,Sistemas de Informática - manutenção,2291.65,2025-02,C1,28,4
2,57,Sistemas de Informática - manutenção,2291.65,2025-03,C1,28,4
2,57,Sistemas de Informática - manutenção,2290.46,2024-11,I1,120,20
5,57,Sistemas de Informática - manutenção,2281.98,2025-07,G0,104,15
3,57,Sistemas de Informática - manutenção,2280.19,2025-06,E0,84,11
2,57,Sistemas de Informática - manutenção,2280,2025-11,K5,151,4
2,57,Sistemas de Informática - manutenção,2273.5,2024-12,I9,112,3
2,57,Sistemas de Informática - manutenção,2273.5,2025-01,I9,112,3
2,57,Sistemas de Informática - manutenção,2273.5,2025-02,I9,112,3
3,57,Sistemas de Informática - manutenção,2271.9,2025-09,G9,136,19
3,57,Sistemas de Informática - manutenção,2271.9,2025-11,G9,136,19
2,57,Sistemas de Informática - manutenção,2265.24,2025-11,G3,107,17
4,57,Sistemas de Informática - manutenção,2260.32,2024-10,I0,119,20
3,57,Sistemas de Informática - manutenção,2259.9,2025-02,G9,136,19
3,57,Sistemas de Informática - manutenção,2259.9,2025-04,G9,136,19
3,57,Sistemas de Informática - manutenção,2259.9,2025-06,G9,136,19
3,57,Sistemas de Informática - manutenção,2259.9,2025-08,G9,136,19
2,57,Sistemas de Informática - manutenção,2254,2025-10,J0,116,21
2,57,Sistemas de Informática - manutenção,2251.96,2025-01,F9,103,15
3,57,Sistemas de Informática - manutenção,2247.88,2024-11,L7,160,20
4,57,Sistemas de Informática - manutenção,2229.58,2025-09,E0,84,11
3,57,Sistemas de Informática - manutenção,2222.66,2025-02,F3,96,14
3,57,Sistemas de Informática - manutenção,2204.51,2025-09,J3,93,19
5,57,Sistemas de Informática - manutenção,2177.46,2025-08,G0,104,15
3,57,Sistemas de Informática - manutenção,2173.14,2024-12,I2,129,16
2,57,Sistemas de Informática - manutenção,2168.48,2024-10,F9,103,15
2,57,Sistemas de Informática - manutenção,2150,2025-03,G9,136,19
2,57,Sistemas de Informática - manutenção,2150,2025-07,G9,136,19
2,57,Sistemas de Informática - manutenção,2150,2025-10,G9,136,19
5,57,Sistemas de Informática - manutenção,2135.92,2025-10,G0,104,15
2,57,Sistemas de Informática - manutenção,2131.79,2024-12,G3,107,17
3,57,Sistemas de Informática - manutenção,2124.56,2025-06,I0,119,20
2,57,Sistemas de Informática - manutenção,2109.9,2025-01,G9,136,19
4,57,Sistemas de Informática - manutenção,2106.23,2025-07,H5,44,6
2,57,Sistemas de Informática - manutenção,2096,2024-11,B8,24,4
2,57,Sistemas de Informática - manutenção,2094.94,2025-04,H1,3,18
2,57,Sistemas de Informática - manutenção,2094.94,2025-05,H1,3,18
2,57,Sistemas de Informática - manutenção,2094.94,2025-06,H1,3,18
2,57,Sistemas de Informática - manutenção,2094.94,2025-07,H1,3,18
2,57,Sistemas de Informática - manutenção,2094.94,2025-08,H1,3,18
2,57,Sistemas de Informática - manutenção,2094.94,2025-09,H1,3,18
2,57,Sistemas de Informática - manutenção,2085.78,2025-10,D9,82,11
3,57,Sistemas de Informática - manutenção,2083.61,2025-10,I1,120,20
3,57,Sistemas de Informática - manutenção,2074.56,2025-03,I0,119,20
3,57,Sistemas de Informática - manutenção,2074.56,2025-05,I0,119,20
1,57,Sistemas de Informática - manutenção,2052.77,2025-02,C8,48,7
1,57,Sistemas de Informática - manutenção,2026,2024-11,C9,49,7
2,57,Sistemas de Informática - manutenção,2011.19,2024-10,I1,120,20
3,57,Sistemas de Informática - manutenção,2011.19,2024-12,I1,120,20
4,57,Sistemas de Informática - manutenção,2009.16,2025-05,G0,104,15
3,57,Sistemas de Informática - manutenção,2007.18,2025-11,J7,137,21
5,57,Sistemas de Informática - manutenção,2007.16,2025-02,G0,104,15
4,57,Sistemas de Informática - manutenção,2006.98,2025-06,G0,104,15
4,57,Sistemas de Informática - manutenção,2005.4,2024-12,G0,104,15
5,57,Sistemas de Informática - manutenção,2005.24,2025-05,J4,25,4
1,57,Sistemas de Informática - manutenção,2000,2025-04,I7,43,1
1,57,Sistemas de Informática - manutenção,2000,2025-06,I7,43,1
5,57,Sistemas de Informática - manutenção,1995.19,2024-11,G0,104,15
3,57,Sistemas de Informática - manutenção,1989.58,2025-08,E0,84,11
5,57,Sistemas de Informática - manutenção,1971.8,2024-10,G0,104,15
4,57,Sistemas de Informática - manutenção,1964.1,2025-08,G4,108,17
2,57,Sistemas de Informática - manutenção,1959.9,2024-12,G9,136,19
4,57,Sistemas de Informática - manutenção,1954.73,2025-01,G0,104,15
2,57,Sistemas de Informática - manutenção,1950,2024-10,G9,136,19
3,57,Sistemas de Informática - manutenção,1941.79,2025-01,E0,84,11
3,57,Sistemas de Informática - manutenção,1934.75,2025-04,E0,84,11
3,57,Sistemas de Informática - manutenção,1934.1,2025-02,E0,84,11
3,57,Sistemas de Informática - manutenção,1933.5,2024-11,E0,84,11
3,57,Sistemas de Informática - manutenção,1933.5,2024-12,E0,84,11
4,57,Sistemas de Informática - manutenção,1912.66,2025-05,B1,62,1
2,57,Sistemas de Informática - manutenção,1909.54,2025-06,A3,60,1
2,57,Sistemas de Informática - manutenção,1902.14,2025-02,F2,94,14
4,57,Sistemas de Informática - manutenção,1894.51,2025-04,G0,104,15
3,57,Sistemas de Informática - manutenção,1891.32,2024-12,I0,119,20
5,57,Sistemas de Informática - manutenção,1880.54,2025-02,F0,91,14
2,57,Sistemas de Informática - manutenção,1876.33,2024-12,H1,3,18
2,57,Sistemas de Informática - manutenção,1869.22,2024-11,J3,93,19
3,57,Sistemas de Informática - manutenção,1866.33,2025-03,G0,104,15
4,57,Sistemas de Informática - manutenção,1866.28,2025-10,H5,44,6
2,57,Sistemas de Informática - manutenção,1865.78,2025-08,D9,82,11
2,57,Sistemas de Informática - manutenção,1865.78,2025-09,D9,82,11
2,57,Sistemas de Informática - manutenção,1865.78,2025-11,D9,82,11
2,57,Sistemas de Informática - manutenção,1852.48,2025-09,D4,76,10
1,57,Sistemas de Informática - manutenção,1850,2024-11,G9,136,19
3,57,Sistemas de Informática - manutenção,1847.28,2025-09,H5,44,6
3,57,Sistemas de Informática - manutenção,1836.72,2025-10,E1,86,11
3,57,Sistemas de Informática - manutenção,1834.32,2025-05,E1,86,11
4,57,Sistemas de Informática - manutenção,1830,2025-04,B8,24,4
1,57,Sistemas de Informática - manutenção,1817.51,2025-05,D1,69,6
1,57,Sistemas de Informática - manutenção,1817.28,2025-04,D1,69,6
2,57,Sistemas de Informática - manutenção,1800,2024-11,D4,76,10
2,57,Sistemas de Informática - manutenção,1794.94,2025-10,H1,3,18
2,57,Sistemas de Informática - manutenção,1792.82,2025-01,F3,96,14
4,57,Sistemas de Informática - manutenção,1785.78,2025-05,D9,82,11
2,57,Sistemas de Informática - manutenção,1780.71,2025-08,J2,138,23
2,57,Sistemas de Informática - manutenção,1780.71,2025-09,J2,138,23
2,57,Sistemas de Informática - manutenção,1780.21,2025-04,J2,138,23
2,57,Sistemas de Informática - manutenção,1780.21,2025-06,J2,138,23
1,57,Sistemas de Informática - manutenção,1777.26,2025-11,J2,138,23
3,57,Sistemas de Informática - manutenção,1774.32,2025-07,E1,86,11
2,57,Sistemas de Informática - manutenção,1772.46,2025-03,F3,96,14
2,57,Sistemas de Informática - manutenção,1770.13,2025-10,F3,96,14
2,57,Sistemas de Informática - manutenção,1750.51,2025-05,J3,93,19
2,57,Sistemas de Informática - manutenção,1750.51,2025-06,J3,93,19
2,57,Sistemas de Informática - manutenção,1750.51,2025-07,J3,93,19
2,57,Sistemas de Informática - manutenção,1750.51,2025-08,J3,93,19
2,57,Sistemas de Informática - manutenção,1746.06,2025-07,F9,103,15
2,57,Sistemas de Informática - manutenção,1746.06,2025-11,F9,103,15
2,57,Sistemas de Informática - manutenção,1740.66,2025-11,F3,96,14
3,57,Sistemas de Informática - manutenção,1740.37,2025-02,H5,44,6
1,57,Sistemas de Informática - manutenção,1729.57,2025-10,D1,69,6
2,57,Sistemas de Informática - manutenção,1724.79,2024-11,F3,96,14
2,57,Sistemas de Informática - manutenção,1719.15,2024-10,F3,96,14
3,57,Sistemas de Informática - manutenção,1714.43,2025-10,L3,161,13
3,57,Sistemas de Informática - manutenção,1712.63,2025-07,L3,161,13
3,57,Sistemas de Informática - manutenção,1712.63,2025-08,L3,161,13
3,57,Sistemas de Informática - manutenção,1712.63,2025-09,L3,161,13
3,57,Sistemas de Informática - manutenção,1711.28,2025-06,L3,161,13
2,57,Sistemas de Informática - manutenção,1710.43,2025-11,L3,161,13
2,57,Sistemas de Informática - manutenção,1708.54,2025-09,F2,94,14
2,57,Sistemas de Informática - manutenção,1708.54,2025-10,F2,94,14
3,57,Sistemas de Informática - manutenção,1699.55,2024-11,B1,62,1
3,57,Sistemas de Informática - manutenção,1698.51,2025-08,I1,120,20
3,57,Sistemas de Informática - manutenção,1696.81,2025-07,I1,120,20
2,57,Sistemas de Informática - manutenção,1695.92,2024-10,J3,93,19
2,57,Sistemas de Informática - manutenção,1695.92,2024-12,J3,93,19
2,57,Sistemas de Informática - manutenção,1695.92,2025-01,J3,93,19
2,57,Sistemas de Informática - manutenção,1695.92,2025-02,J3,93,19
2,57,Sistemas de Informática - manutenção,1695.92,2025-03,J3,93,19
2,57,Sistemas de Informática - manutenção,1684.32,2025-03,E1,86,11
2,57,Sistemas de Informática - manutenção,1684.32,2025-04,E1,86,11
2,57,Sistemas de Informática - manutenção,1684.32,2025-06,E1,86,11
2,57,Sistemas de Informática - manutenção,1684.32,2025-08,E1,86,11
2,57,Sistemas de Informática - manutenção,1684.32,2025-09,E1,86,11
1,57,Sistemas de Informática - manutenção,1682.72,2025-11,E1,86,11
2,57,Sistemas de Informática - manutenção,1679.76,2025-03,I4,128,16
2,57,Sistemas de Informática - manutenção,1672.66,2025-04,F3,96,14
2,57,Sistemas de Informática - manutenção,1672.66,2025-05,F3,96,14
2,57,Sistemas de Informática - manutenção,1672.66,2025-06,F3,96,14
2,57,Sistemas de Informática - manutenção,1672.66,2025-07,F3,96,14
2,57,Sistemas de Informática - manutenção,1672.66,2025-08,F3,96,14
2,57,Sistemas de Informática - manutenção,1672.66,2025-09,F3,96,14
3,57,Sistemas de Informática - manutenção,1659.99,2025-04,B1,62,1
1,57,Sistemas de Informática - manutenção,1649.31,2025-11,L9,189,9
3,57,Sistemas de Informática - manutenção,1648,2025-01,B8,24,4
3,57,Sistemas de Informática - manutenção,1645.13,2025-04,L3,161,13
3,57,Sistemas de Informática - manutenção,1645.13,2025-05,L3,161,13
3,57,Sistemas de Informática - manutenção,1643.73,2025-01,L3,161,13
3,57,Sistemas de Informática - manutenção,1643.73,2025-03,L3,161,13
1,57,Sistemas de Informática - manutenção,1642.68,2024-11,D1,69,6
1,57,Sistemas de Informática - manutenção,1642.28,2024-10,D1,69,6
1,57,Sistemas de Informática - manutenção,1642.28,2025-01,D1,69,6
1,57,Sistemas de Informática - manutenção,1642.28,2025-02,D1,69,6
1,57,Sistemas de Informática - manutenção,1637.18,2025-01,D9,82,11
3,57,Sistemas de Informática - manutenção,1636.31,2025-02,L3,161,13
3,57,Sistemas de Informática - manutenção,1634.96,2024-10,L3,161,13
3,57,Sistemas de Informática - manutenção,1634.96,2024-11,L3,161,13
3,57,Sistemas de Informática - manutenção,1634.96,2024-12,L3,161,13
2,57,Sistemas de Informática - manutenção,1629.28,2025-07,F2,94,14
2,57,Sistemas de Informática - manutenção,1629.28,2025-08,F2,94,14
2,57,Sistemas de Informática - manutenção,1627.63,2025-04,F2,94,14
2,57,Sistemas de Informática - manutenção,1627.63,2025-06,F2,94,14
2,57,Sistemas de Informática - manutenção,1627.18,2025-01,F2,94,14
2,57,Sistemas de Informática - manutenção,1627.18,2025-03,F2,94,14
2,57,Sistemas de Informática - manutenção,1626.93,2024-10,F2,94,14
2,57,Sistemas de Informática - manutenção,1626.93,2024-11,F2,94,14
1,57,Sistemas de Informática - manutenção,1623.16,2025-10,J2,138,23
2,57,Sistemas de Informática - manutenção,1622.66,2024-12,F3,96,14
2,57,Sistemas de Informática - manutenção,1622.5,2025-07,C7,41,5
2,57,Sistemas de Informática - manutenção,1621.75,2025-04,C7,41,5
2,57,Sistemas de Informática - manutenção,1621.75,2025-05,C7,41,5
2,57,Sistemas de Informática - manutenção,1621.75,2025-06,C7,41,5
4,57,Sistemas de Informática - manutenção,1618.71,2025-07,B3,65,1
3,57,Sistemas de Informática - manutenção,1616.34,2025-10,I4,128,16
2,57,Sistemas de Informática - manutenção,1614.6,2025-01,E1,86,11
2,57,Sistemas de Informática - manutenção,1614.6,2025-02,E1,86,11
2,57,Sistemas de Informática - manutenção,1609.45,2024-10,E1,86,11
2,57,Sistemas de Informática - manutenção,1609.45,2024-11,E1,86,11
2,57,Sistemas de Informática - manutenção,1609.45,2024-12,E1,86,11
2,57,Sistemas de Informática - manutenção,1600,2024-10,D9,82,11
2,57,Sistemas de Informática - manutenção,1600,2024-11,D9,82,11
2,57,Sistemas de Informática - manutenção,1600,2024-12,D9,82,11
2,57,Sistemas de Informática - manutenção,1597.28,2025-05,H5,44,6
2,57,Sistemas de Informática - manutenção,1597.28,2025-11,H5,44,6
2,57,Sistemas de Informática - manutenção,1597.22,2025-04,H5,44,6
1,57,Sistemas de Informática - manutenção,1580,2024-10,L9,189,9
1,57,Sistemas de Informática - manutenção,1580,2025-05,L9,189,9
3,57,Sistemas de Informática - manutenção,1566.34,2025-09,I4,128,16
2,57,Sistemas de Informática - manutenção,1552.3,2025-02,C7,41,5
2,57,Sistemas de Informática - manutenção,1551.1,2024-10,C7,41,5
2,57,Sistemas de Informática - manutenção,1551.1,2024-11,C7,41,5
2,57,Sistemas de Informática - manutenção,1551.1,2024-12,C7,41,5
2,57,Sistemas de Informática - manutenção,1549.55,2025-01,B1,62,1
2,57,Sistemas de Informática - manutenção,1549.55,2025-02,B1,62,1
2,57,Sistemas de Informática - manutenção,1548.51,2025-09,I1,120,20
2,57,Sistemas de Informática - manutenção,1546.81,2025-04,I1,120,20
2,57,Sistemas de Informática - manutenção,1546.81,2025-06,I1,120,20
2,57,Sistemas de Informática - manutenção,1546.29,2025-07,B1,62,1
2,57,Sistemas de Informática - manutenção,1546.29,2025-08,B1,62,1
2,57,Sistemas de Informática - manutenção,1544.51,2025-11,I1,120,20
2,57,Sistemas de Informática - manutenção,1533.53,2025-05,B3,65,1
3,57,Sistemas de Informática - manutenção,1532.12,2025-11,B3,65,1
2,57,Sistemas de Informática - manutenção,1531.37,2025-03,H5,44,6
2,57,Sistemas de Informática - manutenção,1527.57,2025-04,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-05,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-06,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-07,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-08,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-09,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-10,H4,114,3
2,57,Sistemas de Informática - manutenção,1527.57,2025-11,H4,114,3
3,57,Sistemas de Informática - manutenção,1524.56,2025-09,I0,119,20
2,57,Sistemas de Informática - manutenção,1521.28,2025-01,D0,134,7
2,57,Sistemas de Informática - manutenção,1517.3,2025-08,G3,107,17
2,57,Sistemas de Informática - manutenção,1517.3,2025-09,G3,107,17
2,57,Sistemas de Informática - manutenção,1517.3,2025-10,G3,107,17
2,57,Sistemas de Informática - manutenção,1516.77,2024-10,H5,44,6
2,57,Sistemas de Informática - manutenção,1516.77,2024-11,H5,44,6
2,57,Sistemas de Informática - manutenção,1516.77,2024-12,H5,44,6
3,57,Sistemas de Informática - manutenção,1511.33,2024-10,F4,97,14
3,57,Sistemas de Informática - manutenção,1509.07,2025-07,B2,63,1
2,57,Sistemas de Informática - manutenção,1509.07,2025-09,B2,63,1
2,57,Sistemas de Informática - manutenção,1509.07,2025-10,B2,63,1
1,57,Sistemas de Informática - manutenção,1505.07,2025-11,B2,63,1
2,57,Sistemas de Informática - manutenção,1499.42,2025-06,B3,65,1
3,57,Sistemas de Informática - manutenção,1490,2025-09,B8,24,4
3,57,Sistemas de Informática - manutenção,1490,2025-10,B8,24,4
3,57,Sistemas de Informática - manutenção,1490,2025-11,B8,24,4
2,57,Sistemas de Informática - manutenção,1479.99,2025-06,B1,62,1
2,57,Sistemas de Informática - manutenção,1479.85,2024-12,E7,74,12
2,57,Sistemas de Informática - manutenção,1478.84,2025-02,H4,114,3
2,57,Sistemas de Informática - manutenção,1478.79,2025-01,G3,107,17
2,57,Sistemas de Informática - manutenção,1478.79,2025-02,G3,107,17
2,57,Sistemas de Informática - manutenção,1478.79,2025-03,G3,107,17
2,57,Sistemas de Informática - manutenção,1478.79,2025-04,G3,107,17
2,57,Sistemas de Informática - manutenção,1478.79,2025-05,G3,107,17
2,57,Sistemas de Informática - manutenção,1478.79,2025-06,G3,107,17
2,57,Sistemas de Informática - manutenção,1478.79,2025-07,G3,107,17
2,57,Sistemas de Informática - manutenção,1476.34,2024-12,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-01,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-02,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-05,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-06,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-07,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-08,I4,128,16
2,57,Sistemas de Informática - manutenção,1476.34,2025-11,I4,128,16
2,57,Sistemas de Informática - manutenção,1474.56,2025-04,I0,119,20
2,57,Sistemas de Informática - manutenção,1474.56,2025-07,I0,119,20
2,57,Sistemas de Informática - manutenção,1474.56,2025-08,I0,119,20
2,57,Sistemas de Informática - manutenção,1474.56,2025-11,I0,119,20
1,57,Sistemas de Informática - manutenção,1460.28,2025-03,B4,64,1
1,57,Sistemas de Informática - manutenção,1460.2,2025-01,B4,64,1
3,57,Sistemas de Informática - manutenção,1449.74,2025-01,B2,63,1
2,57,Sistemas de Informática - manutenção,1448.28,2025-06,H5,44,6
3,57,Sistemas de Informática - manutenção,1445.86,2024-10,B2,63,1
3,57,Sistemas de Informática - manutenção,1445.86,2024-11,B2,63,1
3,57,Sistemas de Informática - manutenção,1445.86,2024-12,B2,63,1
3,57,Sistemas de Informática - manutenção,1445.86,2025-02,B2,63,1
3,57,Sistemas de Informática - manutenção,1445.86,2025-04,B2,63,1
3,57,Sistemas de Informática - manutenção,1445.86,2025-06,B2,63,1
1,57,Sistemas de Informática - manutenção,1442.7,2025-08,C7,41,5
2,57,Sistemas de Informática - manutenção,1429.37,2024-11,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2024-12,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-01,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-02,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-03,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-04,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-05,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-06,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-07,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-08,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-09,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-10,F4,97,14
2,57,Sistemas de Informática - manutenção,1429.37,2025-11,F4,97,14
3,57,Sistemas de Informática - manutenção,1428,2024-10,B8,24,4
2,57,Sistemas de Informática - manutenção,1427.06,2024-11,I4,128,16
2,57,Sistemas de Informática - manutenção,1425.79,2024-10,G3,107,17
2,57,Sistemas de Informática - manutenção,1425.79,2024-11,G3,107,17
2,57,Sistemas de Informática - manutenção,1409.99,2025-03,B1,62,1
1,57,Sistemas de Informática - manutenção,1399.55,2024-10,B1,62,1
1,57,Sistemas de Informática - manutenção,1399.55,2024-12,B1,62,1
3,57,Sistemas de Informática - manutenção,1393.39,2025-01,J7,137,21
3,57,Sistemas de Informática - manutenção,1390.25,2025-07,C2,29,4
1,57,Sistemas de Informática - manutenção,1388.28,2025-08,H5,44,6
2,57,Sistemas de Informática - manutenção,1385.78,2025-02,D9,82,11
2,57,Sistemas de Informática - manutenção,1385.78,2025-04,D9,82,11
2,57,Sistemas de Informática - manutenção,1385.78,2025-06,D9,82,11
2,57,Sistemas de Informática - manutenção,1379.08,2025-09,D0,134,7
2,57,Sistemas de Informática - manutenção,1379.08,2025-10,D0,134,7
2,57,Sistemas de Informática - manutenção,1376.83,2025-06,D0,134,7
2,57,Sistemas de Informática - manutenção,1376.83,2025-07,D0,134,7
2,57,Sistemas de Informática - manutenção,1376.83,2025-08,D0,134,7
2,57,Sistemas de Informática - manutenção,1376.53,2025-03,D0,134,7
2,57,Sistemas de Informática - manutenção,1376.53,2025-04,D0,134,7
2,57,Sistemas de Informática - manutenção,1376.53,2025-05,D0,134,7
1,57,Sistemas de Informática - manutenção,1376.33,2024-11,H1,3,18
1,57,Sistemas de Informática - manutenção,1376.33,2025-02,H1,3,18
1,57,Sistemas de Informática - manutenção,1376.33,2025-03,H1,3,18
1,57,Sistemas de Informática - manutenção,1375.08,2025-11,D0,134,7
2,57,Sistemas de Informática - manutenção,1369.54,2024-10,J2,138,23
2,57,Sistemas de Informática - manutenção,1369.54,2024-11,J2,138,23
3,57,Sistemas de Informática - manutenção,1360.25,2025-06,C2,29,4
2,57,Sistemas de Informática - manutenção,1356.12,2025-08,B3,65,1
2,57,Sistemas de Informática - manutenção,1356.12,2025-10,B3,65,1
3,57,Sistemas de Informática - manutenção,1347.87,2025-11,J4,25,4
2,57,Sistemas de Informática - manutenção,1343.9,2025-08,L8,183,1
2,57,Sistemas de Informática - manutenção,1343.9,2025-09,L8,183,1
2,57,Sistemas de Informática - manutenção,1343.9,2025-10,L8,183,1
2,57,Sistemas de Informática - manutenção,1343.9,2025-11,L8,183,1
1,57,Sistemas de Informática - manutenção,1331.27,2025-08,B2,63,1
1,57,Sistemas de Informática - manutenção,1322.37,2025-01,H5,44,6
1,57,Sistemas de Informática - manutenção,1319.7,2025-05,B4,64,1
1,57,Sistemas de Informática - manutenção,1319.7,2025-06,B4,64,1
2,57,Sistemas de Informática - manutenção,1319.2,2024-12,D0,134,7
2,57,Sistemas de Informática - manutenção,1319.2,2025-02,D0,134,7
2,57,Sistemas de Informática - manutenção,1318.85,2024-10,D0,134,7
2,57,Sistemas de Informática - manutenção,1318.85,2024-11,D0,134,7
2,57,Sistemas de Informática - manutenção,1317.31,2025-05,K4,150,4
2,57,Sistemas de Informática - manutenção,1317.31,2025-07,K4,150,4
2,57,Sistemas de Informática - manutenção,1316.16,2025-04,K4,150,4
2,57,Sistemas de Informática - manutenção,1310.17,2025-02,E7,74,12
3,57,Sistemas de Informática - manutenção,1306.23,2025-01,K9,163,6
2,57,Sistemas de Informática - manutenção,1300,2025-02,F1,92,14
2,57,Sistemas de Informática - manutenção,1300,2025-03,A4,4,1
3,57,Sistemas de Informática - manutenção,1296.62,2025-04,J4,25,4
2,57,Sistemas de Informática - manutenção,1289.34,2025-01,B3,65,1
2,57,Sistemas de Informática - manutenção,1283.61,2025-01,I1,120,20
2,57,Sistemas de Informática - manutenção,1283.61,2025-02,I1,120,20
1,57,Sistemas de Informática - manutenção,1283.61,2025-03,I1,120,20
2,57,Sistemas de Informática - manutenção,1283.44,2024-10,L8,183,1
2,57,Sistemas de Informática - manutenção,1283.44,2024-11,L8,183,1
2,57,Sistemas de Informática - manutenção,1283.44,2024-12,L8,183,1
2,57,Sistemas de Informática - manutenção,1283.44,2025-01,L8,183,1
2,57,Sistemas de Informática - manutenção,1283.44,2025-02,L8,183,1
2,57,Sistemas de Informática - manutenção,1283.44,2025-03,L8,183,1
